priority,result,subject,id,scientific_name,current_level,ncsu_status,url,tags
P2,horse_toxic_source_only,horse,AAA0097,Amaranthus retroflexus,,toxic,https://plants.ces.ncsu.edu/plants/amaranthus-retroflexus/,drought-tolerant; edible; edible-leaves; edible-seeds; nc-native; summer-annual-weed; warm-season-weed; weedy; wind-pollinated
P2,horse_toxic_source_only,horse,AAA0104,Ammi majus,,toxic,https://plants.ces.ncsu.edu/plants/ammi-majus/,annual_1; cottage-garden; cutting-garden; full-sun; groups; low-maintenance; moist-soil; naturalized-area; pollinator-garden; problem-for-cats; problem-for-dogs; problem-for-horses; seeds; spring-flowers; spring-interest; well-drained-soil; white-flowers
P2,horse_toxic_source_only,horse,AAA0142,Artemisia dracunculus,,toxic,https://plants.ces.ncsu.edu/plants/artemisia-dracunculus/,containers; drought-tolerant-garden; dry-soils-tolerant; edible-leaves; fragrant-leaves; full-sun; herbaceous-perennial; problem-for-cats; problem-for-dogs; problem-for-horses; rock-gardens; slopes; summer-flowers
P2,horse_toxic_source_only,horse,AAA0146,Asclepias incarnata,,toxic,https://plants.ces.ncsu.edu/plants/asclepias-incarnata/,accent; beneficial-insects; bog; borders; butterfly-friendly; collier-preserve-tn; cpp; deer-resistant; early-fall-flowers; early-summer-flowers; fiber-plant; hs303; late-spring-flowers; late-summer-flowers; low-maintenance; mid-summer-flowers; monarch-butterfly; native-perennial; native-wildflower; nc-native; nc-wildflower-of-the-year; nectar-plant; pollinator-plant; purple-flowers; rabbit-resistant; rain-garden; wet-soils-tolerant
P2,horse_toxic_source_only,horse,AAA0147,Asclepias tuberosa,,toxic,https://plants.ces.ncsu.edu/plants/asclepias-tuberosa/,bird-friendly; buncombe-county-sun-and-shade-garden; butterfly; butterfly-friendly; container; cpp; deer-resistant; early-summer-flowers; fantz; fiber-plant; food-source-fall; food-source-herbage; food-source-nectar; food-source-pollen; full-sun; herbaceous-perennial; highly-beneficial-coastal-plants; honey-bees; hs111; hs302; hs303; larval-host-plant; late-spring-flowers; meadow; medium-flammability; mid-summer-flowers; monarch-butterfly; moth-friendly; moths; native-garden; native-perennial; native-wildflower; nc-native; nc-native-pollinator-plant; nectar-plant-early-summer; nectar-plant-late-spring; nectar-plant-late-summer; nectar-plant-mid-summer; nighttime-garden; orange-flowers; part-shade; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; red-flowers; roadside; salt-tolerant; spring-interest; stormwater-demo-garden-orange-co; summer-flowers; wildflower; wildlife-friendly; wilson-mg-plant-sale-2021; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0183,Begonia grandis,,toxic,https://plants.ces.ncsu.edu/plants/begonia-grandis/,4h; black-walnut-toxicity-tolerant; border-front; borders; clumping; contact-dermatitis; early-fall-flowers; fall-interest; hardy; heavy-shade-tolerant; herbaceous-perennial; late-summer-flowers; mid-summer-flowers; naturalizes; part-shade; pink-flowers; pollinator-plant; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; self-seeding_1; shade-border; shade-garden; showy-flowers; small-spaces; summer-flowers; tuberous; walkway; wildlife-friendly; woodland_1
P2,horse_toxic_source_only,horse,AAA0198,Borago officinalis,,toxic,https://plants.ces.ncsu.edu/plants/borago-officinalis/,annual_1; bee-friendly; blue-flowers; contact-dermatitis; deer-resistant; drought-tolerant; full-sun; microgreens; pollinator-plant; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; th-smell; th-sowing; th-taste; th-touch; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0202,Brassica juncea,,toxic,https://plants.ces.ncsu.edu/plants/brassica-juncea/,4h; child; children; cover-crop; cover-crop-winter; early-care; early-childhood; easy-edibles; edible; edible-leaves; fall-flowers; fall-interest; fast-growing; fields; full-sun; microgreens; preschool; problem-for-horses; summer-flowers; vegetable; vegetable-garden; wildflower; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0220,Buxus microphylla,,toxic,https://plants.ces.ncsu.edu/plants/buxus-microphylla/,4h; accent; bonsai; deer-resistant; dense-growth; drought-tolerant; edging; evergreen; formal; foundation-planting; fpp; hedge; hs304; landscape-plant-sleuths-course; leathery-leaves; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; shrub-border; slow-growing; small-groups; specimen; transplant; winter-interest
P2,horse_toxic_source_only,horse,AAA0221,Buxus sempervirens,,toxic,https://plants.ces.ncsu.edu/plants/buxus-sempervirens/,4h; contact-dermatitis; cpp; deer-resistant; drought-tolerant; evergreen; fantz; formal; fpp; hedge; hs304; landscape-plant-sleuths-course; malodorous; perennial_1; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; shrub; slow-growing; topiary; winter-interest; woody
P2,horse_toxic_source_only,horse,AAA0223,Caladium bicolor,,toxic,https://plants.ces.ncsu.edu/plants/caladium-bicolor/,accent; borders; bulb; colorful-leaves; container; cpp; fantz; heavy-shade-tolerant; houseplant; moist-soil; poisonous; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; showy-leaves; spadix; summer-bulbs; summer-flowers; tropical-feel; tuberous; veriegated
P2,horse_toxic_source_only,horse,AAA0278,Catharanthus roseus,,toxic,https://plants.ces.ncsu.edu/plants/catharanthus-roseus/,annual_1; borders; butterfly-friendly; container; cpp; deer-resistant; drought-tolerant; dry-soils-tolerant; fall-interest; fantz; fpp; full-sun; groundcover; herbaceous; hs111; hs303; part-shade; perennial_1; pink-flowers; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; purple; rabbit-resistant; salmon; self-seeding_1; spreading; spring-interest; summer-flowers; tough-plant; white-flowers; wilson-mg-plant-sale-2021
P2,horse_toxic_source_only,horse,AAA0289,Celastrus scandens,,toxic,https://plants.ces.ncsu.edu/plants/celastrus-scandens/,bird-friendly; clay-soils-tolerant; deciduous; dried-arrangements; dry-soils-tolerant; fall-color-yellow; fall-fruits; fall-interest; fast-growing; food-source-winter_1; fruits-winter; meadow; native-garden; nc-native; orange-fruits; problem-for-cats; problem-for-dogs; problem-for-horses; screen; showy-fruits; trellis; weedy; wildlife-friendly; winter-interest; woodland_1
P2,horse_toxic_source_only,horse,AAA0296,Centaurea solstitialis,,toxic,https://plants.ces.ncsu.edu/plants/centaurea-solstitialis/,acidic-soil-tolerant; aggressive; bracts; drought-tolerant; dry-soil-intolerant; fast-growing; groundcover; high-maintenance; non-toxic-for-cats; non-toxic-for-dogs; problem-for-horses; self-seeding_1; wavy-leaves; weedy; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0298,Cephalanthus occidentalis,,toxic,https://plants.ces.ncsu.edu/plants/cephalanthus-occidentalis/,audubon; bee-friendly; bird-friendly; butterfly-friendly; coastal-fac; coastal-obl; compaction-tolerant; deciduous; deer-resistant; dendrology; ducks; eastern-tiger-swallowtail-butterfly; erosion-control; fall-flowers; fall-interest; food-source-hard-mast-fruit; food-source-nectar; food-source-pollen; food-source-soft-mast-fruit_1; fragrant-flowers; heat-tolerant; hs303; hummingbirds; landscape-plant-sleuths-course; late-summer-flowers; low-flammability; mammals; native-shrub; nc-native; nc-native-pollinator-plant; nc-wildflower-of-the-year; nectar-plant-early-summer; nectar-plant-late-summer; nectar-plant-mid-summer; piedmont-mountains-fac; piedmont-mountains-obl; pollinator-plant; pond; rain-garden; riparian; swallowtail-butterflies; swamps; tsc; tsc-s; water-garden; wet-soils-tolerant; wetland; white-flowers; wildlife-friendly; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0313,Chamaemelum nobile,,toxic,https://plants.ces.ncsu.edu/plants/chamaemelum-nobile/,bee-friendly; borders; childrens-garden; contact-dermatitis; cottage-garden; daisy-like; dried-arrangements; easy-to-grow; edging; evergreen; fast-growing; fields; foot-traffic-low; fragrant-flowers; fragrant-leaves; full-sun; garden-walls; groundcover; herb-garden; herbaceous-perennial; part-shade; perennial_1; play; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; tea; victorian-garden_1; white-flowers
P2,horse_toxic_source_only,horse,AAA0325,Chrysanthemum x morifolium,,toxic,https://plants.ces.ncsu.edu/plants/chrysanthemum-x-morifolium/,4h; accent; beds; bicolor; bronze; butterfly-friendly; colorful; compact; contact-dermatitis; container; cpp; cutting-garden; deer-resistant; division; fall-flowers; fall-interest; fantz; fast-growing; florist-plant; fpp; fragrant-leaves; full-sun; gold; herbaceous; herbaceous-perennial; hs111; hs303; lavender; nectar-plant-early-fall; nectar-plant-late-summer; nectar-plant-mid-fall; patio; perennial_1; pink-flowers; poisonous; pollinator-garden; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; showy-flowers; stormwater-demo-garden-orange-co; well-drained-soil; white-flowers; window-boxes
P2,horse_toxic_source_only,horse,AAA0337,Citrus x paradisi,,toxic,https://plants.ces.ncsu.edu/plants/citrus-x-paradisi/,4h; container; edible; edible-fruits; evergreen-tree; fragrant-flowers; fragrant-fruits; fragrant-leaves; frost-tender; full-sun_1; glossy-leaves; houseplant; intolerance-wet-soils; intolerant-shade; medicinal; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; showy-fruits; tropical-feel; white-flowers; yellow-fruits
P2,horse_toxic_source_only,horse,AAA0344,Clematis montana,,toxic,https://plants.ces.ncsu.edu/plants/clematis-montana/,alkaline-soil-tolerant; arbor; bee-friendly; blue-flowers; butterfly-friendly; climber; deciduous; deer-resistant; easy-to-grow; fence; fragrant-flowers; full-sun; hummingbirds; low-maintenance; neutral-ph; patio; pink-flowers; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; showy-flowers; showy-seedheads; spreading; twining; vine; walkway; white-flowers
P2,horse_toxic_source_only,horse,AAA0345,Clematis terniflora,,toxic,https://plants.ces.ncsu.edu/plants/clematis-terniflora/,aggressive; arbor; black-walnut-toxicity-tolerant; cream-flowers; deer-resistant; fall-flowers; fall-interest; fast-growing; fragrant-flowers; full-sun; high-maintenance; hs303; landscape-plant-sleuths-course; late-summer-flowers; part-shade; problem-for-cats; problem-for-dogs; problem-for-horses; self-seeding_1; showy-flowers; showy-seedheads; shrub; summer-flowers; vine; weedy; white-flowers
P2,horse_toxic_source_only,horse,AAA0346,Clematis virginiana,,toxic,https://plants.ces.ncsu.edu/plants/clematis-virginiana/,arbor; audubon; bird-friendly; black-walnut-toxicity-tolerant; coastal-fac; contact-dermatitis; deciduous; deer-resistant; easy-to-grow; fall-flowers; fall-interest; fast-growing; feathery; food-source-fall; food-source-hard-mast-fruit; food-source-herbage; fragrant-flowers; groundcover; hummingbirds; larval-host-plant; low-maintenance; native-garden; native-vine; nc-native; nc-native-pollinator-plant; nectar-plant; piedmont-mountains-fac; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; self-seeding_1; showy-flowers; trellis; weedy; white-flowers; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0347,Clematis viticella,,toxic,https://plants.ces.ncsu.edu/plants/clematis-viticella/,arbor; climber; contact-dermatitis; container; cottage-garden; deciduous; disease-resistant; easy-to-grow; english-garden; exotic-looking; fall-flowers; fall-interest; fast-growing; fence; full-sun; large-flowers; part-shade; pink-flowers; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; purple; purple-flowers; showy-flowers; summer-flowers; trellis; twining; vibrant; vine; woodland_1
P2,horse_toxic_source_only,horse,AAA0355,Colchicum autumnale,,toxic,https://plants.ces.ncsu.edu/plants/colchicum-autumnale/,borders; contact-dermatitis; drought-tolerant; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers
P2,horse_toxic_source_only,horse,AAA0357,Colocasia esculenta,,toxic,https://plants.ces.ncsu.edu/plants/colocasia-esculenta/,bulb; corms; deer-resistant; division; ebh; ebh-g; edible; full-sun; houseplant; hs303; interiorscape; landscape-plant-sleuths-course; large-leaves; part-shade; perennial_1; poisonous; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; rabbit-resistant; rain-garden; showy-leaves; spadix; th-sight; water-garden; wet-soils-tolerant
P2,horse_toxic_source_only,horse,AAA0361,Convallaria majalis,,toxic,https://plants.ces.ncsu.edu/plants/convallaria-majalis/,aggressive; bell-shaped-flowers; bulb; clay-soils-tolerant; contact-dermatitis; cutting-garden; deer-resistant; delicate-flowers; drought-tolerant; dry-soils-tolerant; early-summer-flowers; foundation-planting; fragrant-flowers; heavy-shade-tolerant; hs304; landscape-plant-sleuths-course; late-spring-flowers; mass-planting; naturalizes; part-shade; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; rhizomes; rock-gardens; sensory-garden; showy-flowers; slopes; small-flowers; small-spaces; spring-flowering-bulbs; weedy; white-flowers; woodland_1
P2,horse_toxic_source_only,horse,AAA0380,Crassula arborescens,,toxic,https://plants.ces.ncsu.edu/plants/crassula-arborescens/,drought-tolerant; dry-soils-tolerant; fleshy-leaves; full-sun; gray-leaves; houseplant; part-shade; problem-for-cats; problem-for-dogs; problem-for-horses; showy-leaves; silver-leaves; th-touch
P2,horse_toxic_source_only,horse,AAA0381,Crassula ovata,,toxic,https://plants.ces.ncsu.edu/plants/crassula-ovata/,branching; broadleaf-evergreen; container; drought-tolerant; evergreen; fantz; houseplant; interiorscape; perennial_1; pink-flowers; problem-for-cats; problem-for-dogs; problem-for-horses; shrub; succulent; th-touch; tropical-feel
P2,horse_toxic_source_only,horse,AAA0382,Crassula perforata,,toxic,https://plants.ces.ncsu.edu/plants/crassula-perforata/,border; clumping; contact-dermatitis; container; deer-resistant; drought-tolerant; dry-soils-tolerant; erect; hanging-baskets; herbaceous-perennial; houseplant; patio; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; prostrate; rock-gardens; succulent; th-touch; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0404,Cyclamen persicum,,toxic,https://plants.ces.ncsu.edu/plants/cyclamen-persicum/,container; florist-plant; fragrant-flowers; heart-shaped-leaves; poisonous-root; problem-for-cats; problem-for-dogs; problem-for-horses; showy-flowers; summer-dormant; winter-interest
P2,horse_toxic_source_only,horse,AAA0407,Cymbopogon citratus,,toxic,https://plants.ces.ncsu.edu/plants/cymbopogon-citratus/,culinary; landscape-plant-sleuths-course; ornamental-grass; problem-for-cats; problem-for-dogs; problem-for-horses; wilson-mg-plant-sale-2021
P2,horse_toxic_source_only,horse,AAA0425,Datura stramonium,,toxic,https://plants.ces.ncsu.edu/plants/datura-stramonium/,contact-dermatitis; erect; fragrant-flowers; frost-tender; large-flowers; malodorous; moth-friendly; moths; multistemmed; night-blooming; pasture; poisonous; poisonous-if-ingested; poisonous-to-livestock; poisonous-to-pets; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; rapid-growth; showy-flowers; toxic-to-cattle; weedy; white-flowers
P2,horse_toxic_source_only,horse,AAA0426,Datura wrightii,,toxic,https://plants.ces.ncsu.edu/plants/datura-wrightii/,deer-resistant; fragrant-flowers; large-flowers; large-leaves; moth-friendly; moths; night-blooming; nighttime-garden; poisonous; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; toxic-to-cattle; weedy; white-flowers
P2,horse_toxic_source_only,horse,AAA0430,Delphinium elatum,,toxic,https://plants.ces.ncsu.edu/plants/delphinium-elatum/,container; cottage-garden; cutting-garden; deer-resistant; dried-arrangements; high-maintenance; intolerant-shade; poisonous; poisonous-if-ingested; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; self-seeding_1; short-lived; short-lived-perennial
P2,horse_toxic_source_only,horse,AAA0437,Dianthus barbatus,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-barbatus/,annual-flowers; bee-friendly; bicolor; biennial; butterfly-friendly; colorful; cottage-garden; cutting-garden; dense-growth; fragrant-flowers; full-sun; heat-tolerant; hs302; humidity-tolerant; hummingbirds; loamy-soils-tolerant; moist-soil; neutral-ph; organic-soils; part-shade; pink-flowers; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; rabbit-resistant; red-flowers; rounded; short-lived; showy-flowers; upright; well-drained-soil; white-flowers
P2,horse_toxic_source_only,horse,AAA0438,Dianthus caryophyllus,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-caryophyllus/,borders; butterfly-friendly; colorful; container; cutting-garden; deciduous; deer-resistant; edible-flowers; fragrant-flowers; fringed-flowers; full-sun; herb-garden; herbaceous-perennial; hs302; medicinal; moth-friendly; moths; orange-flowers; organic-soils; part-shade; patio; perennial_1; pink-flowers; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; rabbit-resistant; red-flowers; showy-flowers; well-drained-soil; white-flowers; yellow-flowers
P2,horse_toxic_source_only,horse,AAA0439,Dianthus chinensis,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-chinensis/,annual_1; asian-garden; bee-friendly; biennial; borders; butterfly-friendly; clay-soils-tolerant; clumping; container; cottage-garden; deer-resistant; drought-tolerant; dry-soils-tolerant; edging; fall-interest; fantz; fringed-flowers; full-sun; herb-garden; herbaceous-perennial; hs302; hummingbirds; low-growing; medicinal; mounding; neutral-ph; part-shade; pink-flowers; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; sandy-soils-tolerant; small-spaces; spring-interest; summer-flowers; upright; well-drained-soil; white-flowers
P2,horse_toxic_source_only,horse,AAA0440,Dianthus deltoides,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-deltoides/,alkaline-soil-tolerant; bicolor; biennial; border-front; borders; clumping; container; cottage-garden; deer-resistant; drought-tolerant; dry-soils-tolerant; easy-to-grow; edging; evergreen-groundcover; fragrant-flowers; fringed-flowers; garden-walls; groundcover; low-maintenance; mat-forming; mounding; patio; pink-flowers; poisonous; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; purple-flowers; rabbit-resistant; rock-gardens; rocky-soils-tolerant; sandy-soils-tolerant; self-seeding_1; short-lived; showy-flowers; slopes; small-spaces; spreading; spring-flowers; well-drained-soil
P2,horse_toxic_source_only,horse,AAA0441,Dianthus gratianopolitanus,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-gratianopolitanus/,alkaline-soil-tolerant; bee-friendly; border-front; butterfly-friendly; clumping; container; cottage-garden; deer-resistant; dense-growth; drought-tolerant; dry-soils-tolerant; edging; fringed-flowers; garden-walls; grass-like; groundcover; herbaceous-perennial; hs304; humidity-tolerant; mat-forming; moth-friendly; moths; mounding; neutral-ph; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; rock-gardens; salt-tolerant; sandy-soils-tolerant; slopes; small-spaces; spreading; well-drained-soil; winter-interest
P2,horse_toxic_source_only,horse,AAA0443,Dianthus plumarius,,toxic,https://plants.ces.ncsu.edu/plants/dianthus-plumarius/,alkaline-soil-tolerant; bicolor; border-front; butterfly-friendly; childrens-garden; clumping; compact; container; cottage-garden; deer-resistant; dry-soils-tolerant; edging; evergreen; fragrant-flowers; fringed-flowers; garden-walls; groundcover; hummingbirds; low-growing; mat-forming; mounding; organic-soils; pollinator-plant; poor-soil-tolerant; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; rock-gardens; sandy-soils-tolerant; self-seeding_1; spreading; well-drained-soil
P2,horse_toxic_source_only,horse,AAA0450,Dieffenbachia seguine,,toxic,https://plants.ces.ncsu.edu/plants/dieffenbachia-seguine/,4h; contact-dermatitis; container; cream-flowers; exotic-looking; fantz; fpp; houseplant; humidity-tolerant; interesting-leaves; interiorscape; large-leaves; perennial_1; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; showy-leaves; spadix; tropical-feel; veriegated; white-flowers
P2,horse_toxic_source_only,horse,AAA0451,Digitalis purpurea,,toxic,https://plants.ces.ncsu.edu/plants/digitalis-purpurea/,annual_1; biennial; bumblebees; butterfly-friendly; deer-resistant; dye-plant; fantz; full-sun; hs304; hummingbirds; nectar-plant-spring; part-shade; perennial_1; pink-flowers; poisonous; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; purple; spotted-leaves; spring-interest; summer-flowers; white-flowers; wildlife-friendly
P2,horse_toxic_source_only,horse,AAA0459,Dracaena fragrans,,toxic,https://plants.ces.ncsu.edu/plants/dracaena-fragrans/,air-pollution-tolerant; container; ebh; ebh-h; exotic-looking; fantz; fpp; fragrant-flowers; glossy-leaves; houseplant; hsc; hsc-f; interiorscape; low-light; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; shade-garden; showy-leaves; slow-growing; striped-leaves; tropical; tropical-feel
P2,horse_toxic_source_only,horse,AAA0463,Dracaena trifasciata,,toxic,https://plants.ces.ncsu.edu/plants/dracaena-trifasciata/,4h; container; easy-to-grow; ebh-h; fantz; fiber-plant; houseplant; hsc; hsc-f; interesting-leaves; interiorscape; landscape-plant-sleuths-course; low-light; low-maintenance; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; showy-leaves; th-touch; tropical-feel
P2,horse_toxic_source_only,horse,AAA0492,Epipremnum aureum,,toxic,https://plants.ces.ncsu.edu/plants/epipremnum-aureum/,bright-green; container; deer-resistant; easy-to-grow; ebh; ebh-h; evergreen; fantz; fpp; glossy-leaves; gold-leaves; green-leaves; hanging-baskets; heart-shaped-leaves; heavy-shade-tolerant; houseplant; hsc; hsc-f; interiorscape; low-maintenance; perennial_1; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; shade-garden; showy-leaves; spadix; veriegated; vertical-spaces; white-leaves; yellow-leaves
P2,horse_toxic_source_only,horse,AAA0516,Euphorbia milii,,toxic,https://plants.ces.ncsu.edu/plants/euphorbia-milii/,contact-dermatitis; container; evergreen; fantz; flowering-shrub; full-sun; houseplant; poisonous; poisonous-berries; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; spines; well-drained-soil
P2,horse_toxic_source_only,horse,AAA0519,Euphorbia pulcherrima,,toxic,https://plants.ces.ncsu.edu/plants/euphorbia-pulcherrima/,air-pollution-tolerant; christmas-decorations; colorful-bracts; contact-dermatitis; container; deciduous; deciduous-shrub; deer-resistant; drought-tolerant; florist-plant; high-maintenance; interiorscape; milky-sap; part-shade; poisonous; poisonous-if-ingested; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; rabbit-resistant; showy-flowers; winter-flowers
P2,horse_toxic_source_only,horse,AAA0520,Euphorbia tirucalli,,toxic,https://plants.ces.ncsu.edu/plants/euphorbia-tirucalli/,contact-dermatitis; container; deer-resistant; drought-tolerant; dry-soils-tolerant; hedge; houseplant; poisonous; problem-for-cats; problem-for-children; problem-for-dogs; problem-for-horses; rabbit-resistant; rock-gardens; shrub; succulent; tropical-feel
P2,horse_toxic_source_only,horse,AAA0534,Ficus benjamina,,toxic,https://plants.ces.ncsu.edu/plants/ficus-benjamina/,bonsai; bright-light; container; ebh; ebh-h; fantz; fpp; hedge; houseplant; hsc; hsc-f; insect-problems; interiorscape; landscape-plant-sleuths-course; lenticles; low-light; problem-for-cats; problem-for-dogs; problem-for-horses; shiny-leaves; small-tree; specimen; tough-plant; tropical-feel
P2,horse_toxic_source_only,horse,AAA0535,Ficus carica,,toxic,https://plants.ces.ncsu.edu/plants/ficus-carica/,4h; acidic-soil-tolerant; attractive-foliage; child; children; contact-dermatitis; container; deciduous; deciduous-shrub; early-care; early-childhood; easy-edibles; ebh; ebh-fn; edible-shrub; fast-growing; figs; fruit-tree; full-sun; green-fruits; hs111; hs303; landscape-plant-sleuths-course; large-leaves; messy; messy-fruits; non-showy-flowers; part-shade; preschool; problem-for-cats; problem-for-dogs; problem-for-horses; rough-leaves; suckers; vhfn; vhfn-f; weedy
P2,horse_toxic_source_only,horse,AAA0536,Ficus elastica,,toxic,https://plants.ces.ncsu.edu/plants/ficus-elastica/,broadleaf-evergreen; evergreen; fantz; fpp; houseplant; interiorscape; ornamentals; problem-for-cats; problem-for-dogs; problem-for-horses; shrub; tree_1
P2,horse_toxic_source_only,horse,AAA0537,Ficus lyrata,,toxic,https://plants.ces.ncsu.edu/plants/ficus-lyrata/,acidic-soil-tolerant; broadleaf-evergreen; container; evergreen; fantz; houseplant; humidity-tolerant; intolerance-wet-soils; landscape-plant-sleuths-course; low-maintenance; patio; poisonous-if-ingested; problem-for-cats; problem-for-dogs; problem-for-horses; specimen; tropical-feel
P2,horse_toxic_source_only,horse,AAA0539,Ficus pumila,,toxic,https://plants.ces.ncsu.edu/plants/ficus-pumila/,apvg; apvg-vg; deer-resistant; drought-tolerant; evergreen; fantz; groundcover; houseplant; problem-for-cats; problem-for-dogs; problem-for-horses; salt-tolerant; vine
P2,horse_toxic_source_only,horse,AAA0564,Gardenia jasminoides,,toxic,https://plants.ces.ncsu.edu/plants/gardenia-jasminoides/,acidic-soil-tolerant; asian-garden; borders; childrens-garden; cpp; cutting-garden; deer-resistant; dense-growth; drought-tolerant; evergreen; fantz; florist-plant; food-source-fall; fpp; fragrant-flowers; glossy-leaves; hedge; high-maintenance; hs111; hs303; landscape-plant-sleuths-course; medicinal; moist-soil; orange-fruits; organic-soils; part-shade; patio; perennial_1; play; pollinator-plant; problem-for-cats; problem-for-dogs; problem-for-horses; rounded; showy-flowers; showy-fruits; shrub; tsc; tsc-s; walkway; well-drained-soil; white-flowers; wildlife-friendly; year-round-interest
P2,horse_toxic_source_only,horse,AAA0586,Glechoma hederacea,,toxic,https://plants.ces.ncsu.edu/plants/glechoma-hederacea/,aggressive; creeping; evergreen; fast-growing; high-maintenance; perennial-weed; spreading; weedy
P2,horse_toxic_source_only,horse,AAA0597,Gymnocladus chinensis,,toxic,https://plants.ces.ncsu.edu/plants/gymnocladus-chinensis/,deciduous; deciduous-tree; fall-color-yellow; fall-interest; full-sun; large-leaves; nitrogen-fixation; purple-leaves; shade-tree; slow-growing; small-spaces; small-tree
P2,horse_toxic_source_only,horse,AAA0602,Hedera helix,,toxic,https://plants.ces.ncsu.edu/plants/hedera-helix/,4h; aggressive; apvg; apvg-vg; contact-dermatitis; cpp; deer-damage; dense-growth; drought-tolerant; evergreen; evergreen-vine; fantz; fpp; glossy-leaves; high-maintenance; houseplant; hs111; hs303; invasive; landscape-plant-sleuths-course; perennial-weed; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; th-smell; th-wildlife
P2,horse_toxic_source_only,horse,AAA0609,Heliotropium arborescens,,toxic,https://plants.ces.ncsu.edu/plants/heliotropium-arborescens/,deer-resistant; florist-plant; fragrant-flowers; full-sun; part-shade; perennial_1; poisonous; problem-for-horses; purple; spreading; summer-flowers; tender-perennial; tropical-feel; well-drained-soil
P2,horse_toxic_source_only,horse,AAA0610,Helleborus niger,,toxic,https://plants.ces.ncsu.edu/plants/helleborus-niger/,alkaline-soil-tolerant; border-front; broadleaf-evergreen; christmas-decorations; contact-dermatitis; container; cottage-garden; cutting-garden; deer-resistant; drought-tolerant; dry-shade; early-spring-flowers; evergreen; fantz; florist-plant; hs302; late-winter-flowers; mass-planting; part-shade; patio; perennial_1; poisonous; problem-for-cats; problem-for-dogs; problem-for-horses; rabbit-resistant; shade-garden; shelter; walkway; well-drained-soil; winter-interest
